tnsn ,titem_name ,titem_price ,tdescription 
5120-00-293-1608 ,Flat Tip Screwdriver (Non-Sparking) ,21.63,"These straight handle type, beryllium copper or aluminum bronze alloy, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool when you need a non-magnetic/non-sparking screwdriver. Tip has s"
5120-00-618-4915 ,Flat Tip Screwdriver (Non-Sparking) ,18.34,"These straight handle type, beryllium copper or aluminum bronze alloy, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool when you need a non-magnetic/non-sparking screwdriver. Tip has s"
5130-00-893-5536 ,Flexible Angle Attachment ,374.01,"Flexible drive shaft, 30""-long, with 360? swivel adjustable head and 1/4"" chuck capacity.  "
7520-01-451-5391 ,Flexpen ,46.43,Flexible ballpoint pen features a soft vinyl barrel.  
7510-01-537-1400 ,Flight Binder Replacement Envelopes ,213.02,Clear plastic envelope replacements have 16 holes and are used in the flight crew check binder NSN 7510-00-766-4269.  
7510-00-766-4269 ,Flight Checklist Binder ,7.07,"This size-2 binder features five snap rings and includes 25 plastic envelopes. This flexible loose-leaf binder comes with plastic envelopes for insertion of flight checklists. Blue plastic cover includes a title slot and 2"" diameter snap-ring fasteners.  "
7510-00-240-6012 ,Flight Checklist Binder ,13.16,"This size-4 binder features six snap rings and includes 55 plastic envelopes. This flexible loose-leaf binder comes with plastic envelopes for insertion of flight checklists. Blue plastic cover includes a title slot and 2"" diameter snap-ring fasteners.  "
7510-00-086-7550 ,Flight Record Book ,9.96,"Closed-back, side-opening binder holds 11 x 8-1/2"" sheets with seven ring fasteners. Binder's frosted, flexible vinyl cover is labeled ""A/C Flight Report and Maintenance Record"".  "
7510-01-528-5619 ,Flip-A-Week Calendar (2009) ,10.66,"Flip-A-Week desk calendar consists of 12 months (January through December), weekly appointment dates, pages flip up and drop into convenient storage base. Includes black plastic base and weekly calendar refill.  "
7520-01-424-4858 ,Flipchart Marker Set ,4.02,"These jumbo size markers are ideal for writing, lettering and drawing on flipcharts and easel paper. Durable bullet-tip makes a bold uniform line using odorless water based quick drying ink. Four marker set includes one each of black, blue, green and red."
5120-00-255-3276 ,Float ,24.36,"Used by cement finishers. Material: Magnesium with wood handle; 30 inches tapered Darby, 3-1/2 inches at heel, 2-1/4 inches at toe.  "
8010-00-597-8231 ,Floor & Deck Coating ,74.84,"A solvent based, alkyd type, gloss enamel designed to be a durable, abrasion resistant coating for wood decks, stairs & steps. This coating can be used with or without non slip aggregate. Specified for use as a ""self priming"" material when applied to new "
8010-00-527-0217 ,Floor & Deck Coating ,100,"A solvent based, alkyd type, gloss enamel designed to be a durable, abrasion resistant coating for wood decks, stairs & steps. This coating can be used with or without non slip aggregate. Specified for use as a ""self priming"" material when applied to new "
8010-00-285-4859 ,Floor & Deck Coating ,16.22,"A solvent based, alkyd type, gloss enamel designed to be a durable, abrasion resistant coating for wood decks, stairs & steps. This coating can be used with or without non slip aggregate. Specified for use as a ""self priming"" material when applied to new "
8010-00-285-4860 ,Floor & Deck Coating ,17.4,"A solvent based, alkyd type, gloss enamel designed to be a durable, abrasion resistant coating for wood decks, stairs & steps. This coating can be used with or without non slip aggregate. Specified for use as a ""self priming"" material when applied to new "
8010-00-285-4863 ,Floor & Deck Coating ,18.2,"A solvent based, alkyd type, gloss enamel designed to be a durable, abrasion resistant coating for wood decks, stairs & steps. This coating can be used with or without non slip aggregate. Specified for use as a ""self priming"" material when applied to new "
8010-00-579-9201 ,Floor & Deck Coating ,15.69,"A solvent based, alkyd type, gloss enamel designed to be a durable, abrasion resistant coating for wood decks, stairs & steps. This coating can be used with or without non slip aggregate. Specified for use as a ""self priming"" material when applied to new "
8010-00-598-5177 ,Floor & Deck Coating ,17.82,"A solvent based, alkyd type, gloss enamel designed to be a durable, abrasion resistant coating for wood decks, stairs & steps. This coating can be used with or without non slip aggregate. Specified for use as a ""self priming"" material when applied to new "
8010-00-527-0216 ,Floor & Deck Coating ,21.88,"A solvent based, alkyd type, gloss enamel designed to be a durable, abrasion resistant coating for wood decks, stairs & steps. This coating can be used with or without non slip aggregate. Specified for use as a ""self priming"" material when applied to new "
7930-01-549-8189 ,Floor Cleaner ,243.31,"3M Twist 'n Fill Floor Cleaner #24H. Versatile, low-foaming cleaner for use in automatic scrubbers or in mop-on applications. Formulated for scrubbing before recoating as well as cleaning before burnishing and daily cleaning. Use to clean any washable har"
7930-01-381-5897 ,Floor Cleaner ,187.17,3M Twist 'n Fill Floor Cleaner #3H. No-rinse cleaner can be used in automatic scrubber or with mop to clean washable hard floors. Will not dull or damage floor finishes. High flow for use in filling buckets. Each 2 liter bottle yields 207 ready-to-use gal
7930-01-379-5696 ,Floor Cleaner ,41.63,"Ammoniated floor cleaner is ideal for daily cleaning and degreasing of quarry tile, concrete, and other hard surfaces.  "
7930-01-418-1102 ,Floor Cleaner ,52.59,"Box contains two pails, that consist of 90, (1/2 oz.) packets in each pail for a total of 180. Ecolab PREP PAK neutralizer/conditioner ensures proper adhesion and performance of floor finish by removing alkali stripper residue from floors before recoating"
7930-01-418-1104 ,Floor Cleaner ,53.29,"Box contains two pails, that consist of 90, (1/2-oz) packets in each pail for a total of 180. Ecolab SURE-PAK can be used for daily cleaning of all resilient floor surfaces. Unique odor counteractant formulation and neutral pH provides a fresh, clean frag"
7930-01-398-0990 ,Floor Cleaner ,55.68,"Cleaning and polishing compound is a ready-to-use, high-gloss burnishing gel that cleans as it polishes. Safe for use on all acrylic and urethane floor finishes. Gives floors the ""wet look"" with very little effort. With a spectacular gloss, it increases s"
7930-01-436-7991 ,Floor Cleaner ,48.77,"GP Forward floor and all-purpose cleaner is a high performance general-purpose cleaner that removes various soils from any water-safe hard surfaces including floors, walls, counter tops, sinks and other ceramics surfaces. Cleaner has a fresh citrus scent "
7930-01-412-0993 ,Floor Cleaner ,69.02,"Heavy-duty aerosol cleaner and wax stripper. Removes tough soil, dirt, and wax buildup from hard surfaces with just a spray and wipe. Fast-acting surface spray for spot cleaning, as well as cleaning hard-to-reach corners and baseboards. For use on vinyl, "
7930-01-436-8039 ,Floor Cleaner ,59.98,"GP Forward floor and all-purpose cleaner is a high performance general-purpose cleaner that removes various soils from any water-safe hard surfaces including floors, walls, counter tops, sinks and other ceramics surfaces. Cleaner has a fresh citrus scent "
8040-00-139-3674 ,Floor Covering Adhesive ,19.87,"Type I - high viscosity for trowel application. For use on vinyl-backed sheet goods and vinyl tile. Provides strong bonding and fastens vinyl flooring, cork sheeting, carpet or other floor coverings. Follow manufacturer®s recommendation for usage. Use wat"
8040-00-273-8713 ,Floor Covering Adhesive ,18.47,"Type I - high viscosity for trowel application. For use on vinyl-backed sheet goods and vinyl tile. Provides strong bonding and fastens vinyl flooring, cork sheeting, carpet or other floor coverings. Follow manufacturer®s recommendation for usage. Use wat"
8040-01-382-6992 ,Floor Covering Adhesive ,57.13,A 2 part epoxy used to bond linoleum & vinyl floor coverings to floors.  
7930-01-381-2758 ,Floor Finish ,55.56,"A high-solids, nonbuff, metal-interlock floor finish for use on all types of resilient tile floors, terrazzo and sealed wood or cork floors. Durable long lasting finish resistant to black heel marks and scuffs. One coat provides the same protection as two"
7930-01-486-5067 ,Floor Finish ,73.35,Carefree Ultra Finish is an easy-to-apply floor finish/sealer that is formulated to work with any maintenance method and equipment on all types of floors. Replace all your floor finishes with one. Responds beautifully to conventional high-speed or UHS mai
7930-01-380-8447 ,Floor Finish ,52.46,"Complete is an extremely durable floor finish containing polymers, resins and metal-interlock chemistry that reduces the need to strip and refinish. Responds beautifully when spray buffed. Resists heel marks, scuffs, dirt penetration and detergents. Dries"
7930-01-380-8350 ,Floor Finish ,74.79,"Plaza is a brilliant, long-lasting sealer/finish for hard floors. Use on terrazzo, quarry, tile, brick, slate, unglazed ceramic, and Mexican tile. Exhibits exceptional gloss, leveling and durability and easy to remove.  "
7930-01-486-5930 ,Floor Finish ,80.76,"Premia Ultra high-speed floor finish. Labor saving floor finish delivering wet-look gloss without daily burnishing. Provides durability and maintains resistance to scuffing, scratching, dirt and marking. Offers a balanced, well-rounded UHS look.  "
7930-01-380-8450 ,Floor Finish ,61.51,"Show Place is a finish for spray buffing. Brilliant, long-lasting gloss finish for the ultimate in prestige floors has 25% solids formula. Use on all resilient floors including vinyl, vinyl composition, vinyl asbestos, asphalt tile, rubber, and linoleum. "
7930-01-412-2388 ,Floor Finish ,58.9,"Zep MFG Co. Zep Focus P/N 081224 or equal. Extra-durable, high-gloss floor finish. Exceptionally durable metal-interlock, acrylic copolymer designed for minimal maintenance, especially with UHS burnishing. Dries with a high gloss and provides exceptional "
7930-01-410-8562 ,Floor Finish ,87,Carefree Ultra Finish is an easy-to-apply floor finish/sealer that is formulated to work with any maintenance method and equipment on all types of floors. Replace all your floor finishes with one. Responds beautifully to conventional high-speed or UHS mai
7930-01-380-8387 ,Floor Finish ,55.07,"Complete is an extremely durable floor finish containing polymers, resins and metal-interlock chemistry that reduces the need to strip and refinish. Responds beautifully when spray buffed. Resists heel marks, scuffs, dirt penetration and detergents. Dries"
